団体コード,団体名,種別,名称,概要,通称,住所_表記,施設_緯度,施設_経度,施設_電話番号,ホームページ,開始時間,終了時間,日時備考,自由記述欄
112321,久喜市,公民館・コミュニティセンターなど,菖蒲文化会館（アミーゴ）,,,埼玉県久喜市菖蒲町菖蒲85-1,36.05831914,139.6066461,0480-87-1377,,,,,
112321,久喜市,公民館・コミュニティセンターなど,栗橋文化会館（イリス）,,,埼玉県久喜市伊坂1557,36.12575592,139.6967599,0480-52-3221,,,,,
112321,久喜市,公民館・コミュニティセンターなど,菖蒲コミュニティセンター,,,埼玉県久喜市菖蒲町新堀38（菖蒲総合支所内）,36.05607739,139.6047556,0480-85-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,栗橋コミュニティセンター（くぷる）,,,埼玉県久喜市中里1048-1,36.10238169,139.7175141,0480-55-1122,,,,,
112321,久喜市,公民館・コミュニティセンターなど,鷲宮東コミュニティセンター（さくら）,,,埼玉県久喜市桜田3-10-2,36.08925853,139.6883659,0480-58-1101,,,,,
112321,久喜市,公民館・コミュニティセンターなど,鷲宮西コミュニティセンター（おおとり）,,,埼玉県久喜市中妻785-2,36.08548797,139.6554828,0480-59-2121,,,,,
112321,久喜市,公民館・コミュニティセンターなど,東町集会所,,,埼玉県久喜市久喜東5-31-6,36.05613778,139.6849775,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,太田集会所,,,埼玉県久喜市吉羽1-37-14,36.06233569,139.6906174,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,本町集会所,,,埼玉県久喜市本町2-4-11,36.06317936,139.6737338,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,栗原記念会館,,,埼玉県久喜市栗原4-9-12,36.06636156,139.7095584,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,地域交流センター,,,埼玉県久喜市青葉1-2-2,36.06590428,139.6986823,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,花みずき会館,,,埼玉県久喜市青毛2-11-13,36.07278875,139.7059449,0480-22-1111,,,,,
112321,久喜市,公民館・コミュニティセンターなど,野久喜集会所,,,埼玉県久喜市古久喜687-3,36.07331078,139.6866941,0480-22-9116,,,,,
112321,久喜市,公民館・コミュニティセンターなど,内下集会所,,,埼玉県久喜市鷲宮160-11,36.07776164,139.6798345,0480-58-1228,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,毎日興業アリーナ 久喜　メインアリーナ（第1体育館）,,,埼玉県久喜市江面1616,36.05245119,139.6635171,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,毎日興業アリーナ 久喜　サブアリーナ（第2体育館）,,,埼玉県久喜市江面1665-1,36.05346503,139.6619795,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,鷲宮体育センター,,,埼玉県久喜市中妻776,36.08584644,139.6560715,0480-59-7770,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,久喜市総合運動公園,,,埼玉県久喜市江面1616,36.05245119,139.6635171,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,青葉公園テニスコート,,,埼玉県久喜市青葉3-1-1,36.06827444,139.6992964,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,グラーテス青葉公園球場（青葉公園野球場）,,,埼玉県久喜市青葉3-1-1,36.06827444,139.6992964,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,グラーテス清久公園球場（清久公園野球場）,,,埼玉県久喜市清久町9,36.06681633,139.6350069,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,寺田緑地グラウンド,,,埼玉県久喜市菖蒲町菖蒲5013-42,36.0634305,139.615297,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,菖蒲運動公園,,,埼玉県久喜市菖蒲町菖蒲880-1,36.07132789,139.600154,0480-85-0117,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,森下緑地グラウンド,,,埼玉県久喜市菖蒲町下栢間5495-1,36.046537,139.5791111,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,あやめ公園,,,埼玉県久喜市菖蒲町新堀1695,36.06507961,139.5935188,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,ふれあい広場,,,埼玉県久喜市菖蒲町三箇2834,36.060674,139.6189959,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,南栗橋スポーツ広場,,,埼玉県久喜市南栗橋12-6-1,36.10490583,139.7110256,0480-52-5510,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,鷲宮運動広場,,,埼玉県久喜市鷲宮6-3120,36.09756958,139.6703965,0480-59-2228,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,久喜市市民プール（夏季のみ）,,,埼玉県久喜市江面1616,36.05245119,139.6635171,0480-21-3611,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,菖蒲温水プール（アクレ）,,,埼玉県久喜市菖蒲町三箇164-1,36.05675767,139.6119263,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,栗橋B&G海洋センター,,,埼玉県久喜市伊坂1551-1,36.12622703,139.6956443,0480-52-5510,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,鷲宮温水プール,,,埼玉県久喜市鷲宮6-4-1,36.09717247,139.6741846,0480-59-2288,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,寺田公園テニスコート,,,埼玉県久喜市菖蒲町菖蒲5013-91,36.0634305,139.615297,0480-87-2616,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,南栗橋近隣公園（テニスコート）,,,埼玉県久喜市南栗橋10-18-2,36.10702803,139.7087073,0480-52-2831,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,沼井公園テニスコート,,,埼玉県久喜市桜田3-13-2,36.08720128,139.6853852,0480-59-2288,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,桜田運動公園テニスコート,,,埼玉県久喜市桜田2-7-1,36.09432578,139.6852641,0480-59-2288,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,緑1丁目テニス場（ソフトテニスのみ）,,,埼玉県久喜市緑1-33,36.12457933,139.6996108,0480-52-5510,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,県営久喜菖蒲公園,,,埼玉県久喜市河原井町70,36.05576792,139.6465962,0480-23-1366,,,,,
112321,久喜市,スポーツ・レクリエーション・公園,県営権現堂公園（1号公園）,,,埼玉県久喜市小右衛門50,36.10968972,139.724549,0480-53-1553,,,,,
112321,久喜市,図書館など,中央図書館,,,埼玉県久喜市吉羽1-40-1,36.06259922,139.6923925,0480-21-0114,,,,,
112321,久喜市,図書館など,菖蒲図書館,,,埼玉県久喜市菖蒲町菖蒲85-1,36.05831914,139.6066461,0480-87-1388,,,,,
112321,久喜市,図書館など,栗橋文化会館図書室,,,埼玉県久喜市伊坂1557,36.12575592,139.6967599,0480-52-2000,,,,,
112321,久喜市,図書館など,鷲宮図書館,,,埼玉県久喜市鷲宮5-33-1,36.09615544,139.6687271,0480-58-1002,,,,,
112321,久喜市,図書館など,郷土資料館,,,埼玉県久喜市鷲宮5-33-1,36.09615544,139.6687271,0480-57-1200,,,,,
112321,久喜市,図書館など,県立久喜図書館,,,埼玉県久喜市下早見85-5,36.05926728,139.6706024,0480-21-2659,,,,,
112321,久喜市,産業（農業や勤労者施設）,農村センター（南公民館）,,,埼玉県久喜市北青柳51-2,36.05204711,139.6695986,0480-22-1111,,,,,
112321,久喜市,産業（農業や勤労者施設）,農業者トレーニングセンター,,,埼玉県久喜市菖蒲町上大崎820-1,36.05461572,139.6065767,0480-85-1111,,,,,
112321,久喜市,産業（農業や勤労者施設）,勤労福祉センター,,,埼玉県久喜市清久町38,36.0665965,139.6372654,0480-22-1111,,,,,
112321,久喜市,産業（農業や勤労者施設）,労働会館（あやめ会館）,,,埼玉県久喜市菖蒲町菖蒲193-1,36.06261281,139.604771,0480-85-1055,,,,,
112321,久喜市,産業（農業や勤労者施設）,しみん農園久喜,,,埼玉県久喜市六万部1344-1,36.06715372,139.6508624,0480-24-5678,,,,,
112321,久喜市,産業（農業や勤労者施設）,しみん農園菖蒲,,,埼玉県久喜市菖蒲町下栢間966-1,36.04063569,139.5833124,0480-85-8266,,,,,
112321,久喜市,産業（農業や勤労者施設）,しみん農園栗橋,,,埼玉県久喜市栗橋483,36.12404067,139.7024317,0480-53-1111,,,,,
112321,久喜市,産業（農業や勤労者施設）,しみん農園鷲宮,,,埼玉県久喜市八甫4-106-1,36.09669303,139.6921206,0480-58-1111,,,,,
112321,久喜市,産業（農業や勤労者施設）,花と香りのふれあいセンター（あおぞら）,,,埼玉県久喜市八甫4-106-1,36.09669303,139.6921206,0480-58-1111,,,,,
112321,久喜市,その他公的機関,東日本鉄道　久喜駅,,,埼玉県久喜市久喜中央2-1-1,139.6776659,36.06561872,－,,,,,
112321,久喜市,その他公的機関,東武鉄道　久喜駅,,,埼玉県久喜市久喜中央2-1-1,139.6776659,36.06561872,0480-21-0007,,,,,
112321,久喜市,その他公的機関,東日本鉄道　栗橋駅,,,埼玉県久喜市栗橋北1-1-1,139.6943142,36.13686242,－,,,,,
112321,久喜市,その他公的機関,東武鉄道　栗橋駅,,,埼玉県久喜市伊坂字土取場1202-2,139.6943142,36.13686242,0480-52-3701,,,,,
112321,久喜市,その他公的機関,東武鉄道　南栗橋駅,,,埼玉県久喜市南栗橋1-20,139.7128759,36.11317131,0480-52-2118,,,,,
112321,久喜市,その他公的機関,東日本鉄道　東鷲宮駅,,,埼玉県久喜市西大輪726,139.6791903,36.08942872,－,,,,,
112321,久喜市,その他公的機関,東武鉄道　鷲宮駅,,,埼玉県久喜市鷲宮中央1-1-17,139.6568588,36.09640683,0480-58-3646,,,,,
112321,久喜市,その他公的機関,久喜郵便局,,,埼玉県久喜市本町3-17-1,36.06457656,139.6694627,0480-21-0001,,,,,
112321,久喜市,その他公的機関,久喜本町郵便局,,,埼玉県久喜市本町1-2-48,36.06689969,139.6759734,0480-22-1216,,,,,
112321,久喜市,その他公的機関,久喜東町郵便局,,,埼玉県久喜市久喜東5-31-8,36.05611117,139.6852055,0480-21-1694,,,,,
112321,久喜市,その他公的機関,久喜青葉団地内郵便局,,,埼玉県久喜市青葉1-1-2-105,36.06645672,139.6988674,0480-22-6125,,,,,
112321,久喜市,その他公的機関,江面郵便局,,,埼玉県久喜市除堀959-1,36.04402719,139.6398637,0480-21-0191,,,,,
112321,久喜市,その他公的機関,菖蒲郵便局,,,埼玉県久喜市菖蒲町菖蒲5013-51,36.06538692,139.6146461,0480-85-0001,,,,,
112321,久喜市,その他公的機関,栗橋郵便局,,,埼玉県久喜市栗橋東2-4-6,36.13326231,139.702868,0480-52-7010,,,,,
112321,久喜市,その他公的機関,南栗橋郵便局,,,埼玉県久喜市南栗橋5-5-11,36.10626375,139.7149969,0480-53-0551,,,,,
112321,久喜市,その他公的機関,鷲宮郵便局,,,埼玉県久喜市鷲宮4-1-6,36.09778186,139.6656688,0480-58-0001,,,,,
112321,久喜市,その他公的機関,鷲宮上内郵便局,,,埼玉県久喜市上内478,36.08427022,139.6667806,0480-58-4651,,,,,
112321,久喜市,その他公的機関,東鷲宮駅前郵便局,,,埼玉県久喜市桜田3-1-6,36.08562858,139.6841143,0480-58-7401,,,,,
112321,久喜市,その他公的機関,JA南彩菖蒲支店,,,埼玉県久喜市菖蒲町菖蒲902-1,36.06962555,139.600406,0480-85-0040,,,,,
112321,久喜市,その他公的機関,JA南彩久喜江面支店,,,埼玉県久喜市北青柳73,36.05224992,139.6693479,0480-21-1101,,,,,
112321,久喜市,その他公的機関,JA南彩太田支店,,,埼玉県久喜市吉羽2-15-18,36.06733794,139.6916023,0480-21-0354,,,,,
112321,久喜市,その他公的機関,JA南彩三箇支店,,,埼玉県久喜市菖蒲町三箇1342-1,36.05135181,139.6238076,0480-85-0049,,,,,
112321,久喜市,その他公的機関,JA南彩菖蒲南支店,,,埼玉県久喜市菖蒲町小林238,36.04438517,139.5837529,0480-85-0431,,,,,
112321,久喜市,その他公的機関,JA南彩寺田支店,,,埼玉県久喜市菖蒲町三箇2249,36.06288972,139.6126015,0480-85-3535,,,,,
112321,久喜市,その他公的機関,JA埼玉みずほ栗橋支店,,,埼玉県久喜市間鎌290,36.120242,139.7010458,0480-52-0507,,,,,
112321,久喜市,その他公的機関,JA埼玉みずほ桜田支店,,,埼玉県久喜市東大輪441,36.08853786,139.6908218,0480-59-0001,,,,,
112321,久喜市,その他公的機関,久喜市商工会,,,埼玉県久喜市久喜中央4-7-20,36.06648025,139.6768115,0480-21-1154,,,,,
112321,久喜市,その他公的機関,久喜市商工会菖蒲支所,,,埼玉県久喜市菖蒲町菖蒲193,36.06274083,139.6051375,0480-85-0311,,,,,
112321,久喜市,その他公的機関,久喜市商工会栗橋支所,,,埼玉県久喜市間鎌256-1,36.12226319,139.6985573,0480-52-1559,,,,,
112321,久喜市,その他公的機関,久喜市商工会鷲宮支所,,,埼玉県久喜市鷲宮4-8-8,36.09730494,139.669666,0480-58-1202,,,,,
112321,久喜市,その他公的機関,久喜市社会福祉協議会,,,埼玉県久喜市青毛753-1（ふれあいセンター久喜内）,36.06908547,139.696614,0480-23-2526,,,,,
112321,久喜市,その他公的機関,久喜市社会福祉協議会菖蒲支所,,,埼玉県久喜市菖蒲町新堀38（菖蒲総合支所内）,36.05607739,139.6047556,0480-85-8131,,,,,
112321,久喜市,その他公的機関,久喜市社会福祉協議会栗橋支所,,,埼玉県久喜市間鎌251-1（栗橋総合支所内）,36.12228547,139.6993405,0480-52-7835,,,,,
112321,久喜市,その他公的機関,久喜市社会福祉協議会鷲宮支所,,,埼玉県久喜市鷲宮6-1-1（鷲宮総合支所内）,36.09706553,139.6709301,0480-58-9131,,,,,
112321,久喜市,その他公的機関,久喜市シルバー人材センター,,,埼玉県久喜市間鎌251-1（栗橋総合支所内）,36.12299261,139.6992888,0480-47-0237,,,,,
